Name,Gender,Sport,Event,Year,City,Gold,Silver,Bronze
Kamlesh Mehta,M,Table Tennis,"Men's Singles,Men's Doubles",1992,Barcelona,,,
Niyati Roy-Shah,W,Table Tennis,Women's Singles,1992,Barcelona,,,
Abha Dhillan,W,Shooting,Women's Air Pistol 10M,1992,Barcelona,,,
Soma Dutta,W,Shooting,Women's Air Pistol 10M,1992,Barcelona,,,
Farokh Tarapore,M,Sailing,Men's Two Person Dinghy,1992,Barcelona,,,
Cawas Billimoria,M,Judo,Men's Heavyweight,1992,Barcelona,,,
Sandeep Byala,M,Judo,Men's Half-Lightweight,1992,Barcelona,,,
Rajinder Kumar Dhanger,M,Judo,Men's Middleweight,1992,Barcelona,,,
Narinder Singh,M,Judo,Men's Extra-Lightweight,1992,Barcelona,,,
Sangita Mehta,W,Judo,Women's Heavyweight,1992,Barcelona,,,
Anjaparavanda Subbaiah,M,Hockey,Men’s Hockey,1992,Barcelona,,,
Cheppudira Poonacha,M,Hockey,Men’s Hockey,1992,Barcelona,,,
Jagdaev Rai,M,Hockey,Men’s Hockey,1992,Barcelona,,,
Harpeet Singh,M,Hockey,Men’s Hockey,1992,Barcelona,,,
Sukhjit Singh,M,Hockey,Men’s Hockey,1992,Barcelona,,,
Shaqeel Ahmed,M,Hockey,Men’s Hockey,1992,Barcelona,,,
Mukesh Kumar,M,Hockey,Men’s Hockey,1992,Barcelona,,,
Jude Felix,M,Hockey,Men’s Hockey,1992,Barcelona,,,
Jagbir Singh,M,Hockey,Men’s Hockey,1992,Barcelona,,,
Dhanraj Pillay,M,Hockey,Men’s Hockey,1992,Barcelona,,,
Didar Singh,M,Hockey,Men’s Hockey,1992,Barcelona,,,
Ashish Ballal,M,Hockey,Men’s Hockey,1992,Barcelona,,,
Pargat Singh,M,Hockey,Men’s Hockey,1992,Barcelona,,,
Ravi Nayakar,M,Hockey,Men’s Hockey,1992,Barcelona,,,
Darryl d’Souza,M,Hockey,Men’s Hockey,1992,Barcelona,,,
Ajit Lakra,M,Hockey,Men’s Hockey,1992,Barcelona,,,
Rajendra Prasad,M,Boxing,Men's Light Flyweight 48KG,1992,Barcelona,,,
Narendar Bisth Singh,M,Boxing,Men's Featherweight,1992,Barcelona,,,
Sandeep Gollen,M,Boxing,Men's Light-Welterweight,1992,Barcelona,,,
Devarajan Venkatesan,M,Boxing,Men's Bantamweight,1992,Barcelona,,,
Dharmendra Yadav,M,Boxing,Men's Flyweight,1992,Barcelona,,,
Deepankar Bhattacharya,M,Badminton,"Men's Singles,Men's Doubles",1992,Barcelona,,,
Vimal Kumar,M,Badminton,"Men's Singles,Men's Doubles",1992,Barcelona,,,
Madhumita Bisht,W,Badminton,Women's Singles,1992,Barcelona,,,
Bahadur Prasad,M,Athletics,Men's 5000M,1992,Barcelona,,,
Abraham Yohan George,M,Athletics,Men's 100M,1992,Barcelona,,,
Shiny Wilson,W,Athletics,Women's 800M,1992,Barcelona,,,
Limba Ram,M,Archery,Men's Individual Competition,1992,Barcelona,,,
Lalremsanga Chhangte,M,Archery,Men's Individual Competition,1992,Barcelona,,,
Dhulchand Damor,M,Archery,Men's Individual Competition,1992,Barcelona,,,
Badathala Adisekhar,M,Weightlifting,Men's Flyweight,1996,Atlanta,,,
Raghavan Chandrasekharan,M,Weightlifting,Men's Bantamweight,1996,Atlanta,,,
Sandeep Kumar,M,Weightlifting,Men's Featherweight,1996,Atlanta,,,
Samsudeen Kabeer,M,Weightlifting,Men's Lightweight,1996,Atlanta,,,
Satheesha Rai,M,Weightlifting,Men's Middleweight,1996,Atlanta,,,
Pappu Yadav,M,Weightlifting,Men's Flyweight,1996,Atlanta,,,
Leander Paes,M,Tennis,Men's Singles ,1996,Atlanta,,,1
Mahesh Bhupathi ,M,Tennis,Men's Doubles,1996,Atlanta,,,
Sebastian Xavier,M,Swimming,Men's 50M Freestyle,1996,Atlanta,,,
Sangeeta Puri,W,Swimming,Women's 50M Freestyle,1996,Atlanta,,,
Jaspal Rana,M,Shooting,"Men's Free Pistol, 50M",1996,Atlanta,,,
Mansher Singh,M,Shooting,Men’s Trap,1996,Atlanta,,,
Narinder Singh,M,Judo,Men's Extra-Lightweight,1996,Atlanta,,,
Najib Aga,M,Judo,Men's Half-Lightweight,1996,Atlanta,,,
Sunith Thakur,W,Judo,Women's Half-Lightweight,1996,Atlanta,,,
Shah Kohli,W,Judo,Women's Heavyweight,1996,Atlanta,,,
Subbaiah Anjaparavanda,M,Hockey,Men's Team,1996,Atlanta,,,
Harpreet Singh,M,Hockey,Men's Team,1996,Atlanta,,,
Mohammed Riaz,M,Hockey,Men's Team,1996,Atlanta,,,
Sanjeev Kumar,M,Hockey,Men's Team,1996,Atlanta,,,
Baljeet Singh,M,Hockey,Men's Team,1996,Atlanta,,,
Sabu Varkey,M,Hockey,Men's Team,1996,Atlanta,,,
Mukesh Kumar,M,Hockey,Men's Team,1996,Atlanta,,,
Rahul Singh,M,Hockey,Men's Team,1996,Atlanta,,,
Dhanraj Pillay,M,Hockey,Men's Team,1996,Atlanta,,,
Pargat Singh,M,Hockey,Men's Team,1996,Atlanta,,,
Baljit Singh Dhillon,M,Hockey,Men's Team,1996,Atlanta,,,
Alloysuis Edwards,M,Hockey,Men's Team,1996,Atlanta,,,
Anil Alexander,M,Hockey,Men's Team,1996,Atlanta,,,
Gavin Ferreira,M,Hockey,Men's Team,1996,Atlanta,,,
Ramandeep Singh,M,Hockey,Men's Team,1996,Atlanta,,,
Dilip Tirkey,M,Hockey,Men's Team,1996,Atlanta,,,
Thapa Debendra,M,Boxing,Men's Light Flyweight 48KG,1996,Atlanta,,,
Gurcharn Singh,M,Boxing,Men's Light Heavyweight 81KG,1996,Atlanta,,,
Lakha Singh,M,Boxing,Men's Heavyweight 91KG,1996,Atlanta,,,
P. V. V. Lakshimi,W,Badminton,Women's Singles,1996,Atlanta,,,
Deepankar Bhattacharya,M,Badminton,Men's Singles,1996,Atlanta,,,
Shiny Wilson,W,Athletics,NA,1996,Atlanta,,,
Rosakutty Kunnath Chacko,W,Athletics,Women's 4 × M Relay,1996,Atlanta,,,
Shakti Singh,M,Athletics,Men's Discus Throw,1996,Atlanta,,,
Beenamol Mathew ,W,Athletics,Women's 4 × M Relay,1996,Atlanta,,,
Bahadur Prasad,M,Athletics,Men's 1500M,1996,Atlanta,,,
Jyotirmoyee Sikdar ,W,Athletics,Women's 4 × M Relay,1996,Atlanta,,,
Lalremsanga Chhangte,M,Archery,Men's Individual,1996,Atlanta,,,
Skalzang Dorje,M,Archery,Men's Individual,1996,Atlanta,,,
Limba Ram,M,Archery,Men's Individual,1996,Atlanta,,,
Gurbinder Singh,M,Wrestling,Men's Greco-Roman 63 Kgs,2000,Sydney,,,
Karnam Malleswari,W,Weightlifting,Women's 69KG,2000,Sydney,,,1
Thandava Murthy Muthu,M,Weightlifting,Men's Bantamweight,2000,Sydney,,,
Sanamacha Chanu,W,Weightlifting,Women's Featherweight,2000,Sydney,,,
Leander Paes,M,Tennis,Men's Singles,2000,Sydney,,,
Mahesh Bhupathi ,M,Tennis,Men's Doubles,2000,Sydney,,,
Manisha Malhotra,W,Tennis,Women's Doubles,2000,Sydney,,,
 Nirupama Vaidyanathan,W,Tennis,Women's Doubles,2000,Sydney,,,
Chetan Baboor,M,Table Tennis,Men's Singles,2000,Sydney,,,
Hakimuddin Shabbir Habibulla S,M,Swimming,Men's 200M Freestyle,2000,Sydney,,,
Nisha Millet,W,Swimming,Women's 200M Freestyle,2000,Sydney,,,
Anwar Sultan,M,Shooting,Men's Trap,2000,Sydney,,,
Abhinav Bindra,M,Shooting,Men's 10M,2000,Sydney,,,
Anjali Vedpathak,W,Shooting,Women's 10M,2000,Sydney,,,
Kasam Khan,M,Rowing,Men's Pair,2000,Sydney,,,
Inderpal Singh,M,Rowing,Men's Pair,2000,Sydney,,,
Lourembam Brojeshori Devi,W,judo,Women's Half-Lightweight,2000,Sydney,,,
Jude Menezes,M,Hockey,Men’s Hockey,2000,Sydney,,,
Devesh Chauhan,M,Hockey,Men’s Hockey,2000,Sydney,,,
Dilip Tirkey,M,Hockey,Men’s Hockey,2000,Sydney,,,
Dinesh Nayak,M,Hockey,Men’s Hockey,2000,Sydney,,,
Lazarus Barla,M,Hockey,Men’s Hockey,2000,Sydney,,,
Baljit Singh Saini,M,Hockey,Men’s Hockey,2000,Sydney,,,
Sukhbir Singh Gill,M,Hockey,Men’s Hockey,2000,Sydney,,,
Mohammed Riaz,M,Hockey,Men’s Hockey,2000,Sydney,,,
Thirumal Valavan,M,Hockey,Men’s Hockey,2000,Sydney,,,
Ramandeep Singh,M,Hockey,Men’s Hockey,2000,Sydney,,,
Mukesh Kumar,M,Hockey,Men’s Hockey,2000,Sydney,,,
Dhanraj Pillay,M,Hockey,Men’s Hockey,2000,Sydney,,,
Baljit Singh Dhillon,M,Hockey,Men’s Hockey,2000,Sydney,,,
Sameer Dad,M,Hockey,Men’s Hockey,2000,Sydney,,,
Deepak Thakur,M,Hockey,Men’s Hockey,2000,Sydney,,,
Gagan Ajit Singh,M,Hockey,Men’s Hockey,2000,Sydney,,,
Imtiaz Anees,M,Equestrian,Individual Eventing,2000,Sydney,,,
Soubam,M,Boxing,Men's Light Flyweight,2000,Sydney,,,
Dingko Singh,M,Boxing,Men's Bantamweight,2000,Sydney,,,
Jitender Kumar,M,Boxing,Men's Middleweight,2000,Sydney,,,
Gurcharan Singh,M,Boxing,Men's Light Heavyweight,2000,Sydney,,,
Pullela Gopichand,M,Badminton,Men's Singles,2000,Sydney,,,
Aparna Popat,W,Badminton,Women's Singles,2000,Sydney,,,
Rajeev Bala Krishnan,M,Athletics,Men's 4 × 100M,2000,Sydney,,,
C. Thirugnana Durai,M,Athletics,Men's 4 × 100M,2000,Sydney,,,
Anil Kumar,M,Athletics,Men's 4 × 100M,2000,Sydney,,,
Raj Singh Ajay,M,Athletics,Men's 4 × 100M,2000,Sydney,,,
Lijo David Thottan,M,Athletics,Men's 4 × 400M,2000,Sydney,,,
Purukottam,M,Athletics,Men's 4 × 400M,2000,Sydney,,,
Ramachandran,M,Athletics,Men's 4 × 400M,2000,Sydney,,,
Jata Shankar,M,Athletics,Men's 4 × 400M,2000,Sydney,,,
Paramjit Singh,M,Athletics,Men's 4 × 400M,2000,Sydney,,,
Bahadur Singh Sagoo,M,Athletics,Men's Shot put,2000,Sydney,,,
Shakti Singh,M,Athletics,Men's Shot put,2000,Sydney,,,
Jagdish Bishnoi,M,Athletics,Men's Javelin Throw,2000,Sydney,,,
Sanjay K. Rai,M,Athletics,Men's Long Jump,2000,Sydney,,,
Beena Mol K. M.,W,Athletics,Women's 400M,2000,Sydney,,,
Saraswati Dey,W,Athletics,Women's 4 × 100M,2000,Sydney,,,
Rachita Mistry,W,Athletics,Women's 4 × 100M,2000,Sydney,,,
Vinita Tripathi,W,Athletics,Women's 4 × 100M,2000,Sydney,,,
Jayalakshmi V.,W,Athletics,Women's 4 × 100M,2000,Sydney,,,
Paramjit Kaur,W,Athletics,Women's 4 × 400M,2000,Sydney,,,
Rosa Kutty,W,Athletics,Women's 4 × 400M,2000,Sydney,,,
Jincy Phillip,W,Athletics,Women's 4 × 400M,2000,Sydney,,,
Neelam Jaswant Singh,W,Athletics,Women's Discus Throw,2000,Sydney,,,
Gurmeet Kaur,W,Athletics,Women's Javelin Throw,2000,Sydney,,,
Pramila Ganapathy,W,Athletics,Women's Heptathlon,2000,Sydney,,,
Soma Biswas,W,Athletics,Women's Heptathlon,2000,Sydney,,,
Yogeshwar Dutt,M,Wrestling,55kg,2004,Athens,,,
Sushil Kumar,M,Wrestling,60kg,2004,Athens,,,
Ramesh Kumar,M,Wrestling,66kg,2004,Athens,,,
Sujeet Maan,M,Wrestling,74kg,2004,Athens,,,
Anuj Kumar,M,Wrestling,84kg,2004,Athens,,,
Palwinder Singh Cheema,M,Wrestling,120kg,2004,Athens,,,
Mukesh Khatri,M,Wrestling,55kg,2004,Athens,,,
Kunjarani devi ,W,Weightlifting,48kg,2004,Athens,,,
Sanamacha Chanu,W,Weightlifting,53kg,2004,Athens,,,
Karnam Malleswari,W,Weightlifting,63kg,2004,Athens,,,
Mahesh Bhupathi ,M,Tennis,Men's doubles,2004,Athens,,,
Leander Paes,M,Tennis,Men's doubles,2004,Athens,,,
Sharath Kamal Achanta,M,Table Tennis,Men's Singles,2004,Athens,,,
Mouma Das,W,Table Tennis,Women's singles,2004,Athens,,,
Shikha Tandon,W,Swimming,Freestyle,2004,Athens,,,
Rajyavardhan Singh Rathore,M,Shooting,Double trap,2004,Athens,,1,
Abhinav Bindra,M,Shooting,10m,2004,Athens,,,
Gagan Narang,M,Shooting,Double trap,2004,Athens,,,
Manavjit Singh Sandhu,M,Shooting,Trap,2004,Athens,,,
Mansher Singh,M,Shooting,Trap,2004,Athens,,,
Anjali Bhagwat,W,Shooting,"10m,50m",2004,Athens,,,
Deepali Deshpande,W,Shooting,50m,2004,Athens,,,
Suma Shirur,W,Shooting,10m,2004,Athens,,,
Sumeet Patel,M,Sailing,49er,2004,Athens,,,
Malav Shorff,M,Sailing,49er,2004,Athens,,,
Paulose Pandari Kunnel,M,Rowing,Single sculls,2004,Athens,,,
Akram Shah,M,judo,Men's 60kg,2004,Athens,,,
Devesh Chauhan (GK),M,Hockey,Men’s Hockey,2004,Athens,,,
Dilip Tirkey,M,Hockey,Men’s Hockey,2004,Athens,,,
Sandeep Singh,M,Hockey,Men’s Hockey,2004,Athens,,,
Ignace Tirkey,M,Hockey,Men’s Hockey,2004,Athens,,,
Prabhjot Singh,M,Hockey,Men’s Hockey,2004,Athens,,,
Deepak Thakur,M,Hockey,Men’s Hockey,2004,Athens,,,
Dhanraj Pillay,M,Hockey,Men’s Hockey,2004,Athens,,,
Baljit Singh Dhillon,M,Hockey,Men’s Hockey,2004,Athens,,,
Gagan Ajit Singh,M,Hockey,Men’s Hockey,2004,Athens,,,
Adrian D'Souza ,M,Hockey,Men’s Hockey,2004,Athens,,,
William Xalco,M,Hockey,Men’s Hockey,2004,Athens,,,
Viren Rasquinha,M,Hockey,Men’s Hockey,2004,Athens,,,
Arjun Halappa,M,Hockey,Men’s Hockey,2004,Athens,,,
Adam Sinclair,M,Hockey,Men’s Hockey,2004,Athens,,,
Harpal Singh,M,Hockey,Men’s Hockey,2004,Athens,,,
Vikram Pillay,M,Hockey,Men’s Hockey,2004,Athens,,,
Akhil Kumar,M,Boxing,Men’s Flyweight,2004,Athens,,,
Diwakar Prasad,M,Boxing,Men’s Bantamweight,2004,Athens,,,
Vijender Singh,M,Boxing,Men’s Light welterweight,2004,Athens,,,
Jitender Kumar,M,Boxing,Men’s Light heavyweight,2004,Athens,,,
Abhinn Shyam Gupta,M,Badminton,Men's singles,2004,Athens,,,
Nikhil Kanetkar,M,Badminton,Men's singles,2004,Athens,,,
Aparna Popat,W,Badminton,Women's singles,2004,Athens,,,
 Manjit Kaur ,W,Athletics,Women’s 4 × 400M Relay,2004,Athens,,,
 Sathi Geetha,W,Athletics,Women’s 4 × 400M Relay,2004,Athens,,,
K. M. Binu,M,Athletics,Men’s 400M,2004,Athens,,,
Vikas Gowda,M,Athletics,Men’s Discus Throw,2004,Athens,,,
Anil Kumar,M,Athletics,Men’s Discus Throw,2004,Athens,,,
Bahadur Singh,M,Athletics,Men’s Shot put,2004,Athens,,,
Saraswati Saha,W,Athletics,Women’s 200M,2004,Athens,,,
 Rajwinder Kaur  ,W,Athletics,Women’s 4 × 400M Relay,2004,Athens,,,
Bobby Aloysius,W,Athletics,Women’s High jump,2004,Athens,,,
Seema Antil,W,Athletics,Women’s Discus throw,2004,Athens,,,
Anju Bobby George,W,Athletics,Women’s Long jump,2004,Athens,,,
Harwant Kaur,W,Athletics,Women’s Discus throw,2004,Athens,,,
Neelam Jaswant Singh,W,Athletics,Women’s Discus throw,2004,Athens,,,
Soma Biswas,W,Athletics,Women’s Heptathlon,2004,Athens,,,
Shobha Javur,W,Athletics,Women’s Heptathlon,2004,Athens,,,
Chitra K. Soman,W,Athletics,Women’s 4 × 400M Relay,2004,Athens,,,
Satyadev Prasad,M,Archery,Men’s Individual,2004,Athens,,,
Tarundeep Rai,M,Archery,Men’s Individual,2004,Athens,,,
Majhi Sawaiyan,M,Archery,Men’s Individual,2004,Athens,,,
Dola Banerjee,W,Archery,Women’s Individual,2004,Athens,,,
Reena Kumari,W,Archery,Women’s Individual,2004,Athens,,,
Sumangala Sharma,W,Archery,Women’s Individual,2004,Athens,,,
Sushil Kumar,M,Wrestling,"Men's Lightweight, Freestyle",2008,Beijing,,,1
Yogeshwar Dutt,M,Wrestling,"Men's Lightweight, Freestyle",2008,Beijing,,,
Rajiv Tomar,M,Wrestling,"Men's Super-Heavyweight, Freestyle",2008,Beijing,,,
Sushil Kumar,M,Wrestling,"Men's Lightweight, Freestyle",2008,Beijing,,,
Mahesh Bhupathi ,M,Tennis,Men's doubles,2008,Beijing,,,
Sania Mirza,W,Tennis,Women's singles,2008,Beijing,,,
Sunitha Rao,W,Tennis,Women's doubles,2008,Beijing,,,
Leander Paes,M,Tennis,Men's doubles,2008,Beijing,,,
Achanta Sharath Kamal,M,Table tennis,Men's singles,2008,Beijing,,,
Neha Aggarwal,W,Table tennis,Women's singles,2008,Beijing,,,
Virdhawal Khade,M,Swimming,"Men’s 50M Freestyle,Men’s 100M Freestyle,Men’s 200M Freestyle",2008,Beijing,,,
Rehan Poncha,M,Swimming,Men’s 200M Butterfly,2008,Beijing,,,
Ankur Poseria,M,Swimming,Men’s 100M Butterfly,2008,Beijing,,,
Sandeep Sejwal,M,Swimming,"Men’s 100M Breaststroke,Men’s 200M Breaststroke",2008,Beijing,,,
Abhinav Bindra,M,Shooting,Men's 10M,2008,Beijing,1,,
Samaresh Jung,M,Shooting,"Men’s 10M Air Pistol,Men’s 50M Free Pistol",2008,Beijing,,,
Gagan Narang,M,Shooting,"Men’s 10M Air Rifle,Men’s 50M Rifle Prone,Men’s 50M Rifle 3 positions",2008,Beijing,,,
Sanjeev Rajput,M,Shooting,"Men’s 50M Rifle 3 positions,Men’s 50Mrifle prone",2008,Beijing,,,
Rajyavardhan Singh Rathore,M,Shooting,Men’s Double trap,2008,Beijing,,,
Manavjit Singh Sandhu,M,Shooting,Men’s Trap,2008,Beijing,,,
Mansher Singh,M,Shooting,Men’s Trap,2008,Beijing,,,
Anjali Bhagwat,W,Shooting,"Women’s 50M rifle 3 positions,Women’s 10M Air Rifle",2008,Beijing,,,
Avneet Kaur Sidhu,W,Shooting,"Women’s 50M rifle 3 positions,Women’s 10M Air Rifle",2008,Beijing,,,
Nachhatar Singh Johal,M,Sailing,Mixed One Person Dinghy,2008,Beijing,,,
Bajranglal Takhar,M,Rowing,Men's Single Sculls,2008,Beijing,,,
Devender Kumar,M,Rowing,Men's Lightweight Double Sculls,2008,Beijing,,,
Khandwal,M,Rowing,Men's Lightweight Double Sculls,2008,Beijing,,,
Manjeet Singh,M,Rowing,Men's Lightweight Double Sculls,2008,Beijing,,,
Khumujam Tombi Devi,W,judo,Women's Extra-Lightweight,2008,Beijing,,,
Divya Tewar,W,judo,Women's Half-Heavyweight,2008,Beijing,,,
Vijender Singh,M,Boxing,Middleweight,2008,Beijing,,,1
Jitender Kumar,M,Boxing,Men's Flyweight,2008,Beijing,,,
Akhil Kumar,M,Boxing,Men's Bantamweight,2008,Beijing,,,
Anthresh Lalit Lakra,M,Boxing,Men's Featherweight,2008,Beijing,,,
Dinesh Kumar,M,Boxing,Men's Light heavyweight,2008,Beijing,,,
Anup Sridhar,M,Badminton,Men's singles,2008,Beijing,,,
Saina Nehwal,W,Badminton,Women's singles,2008,Beijing,,,
Surendra Singh,M,Athletics,Men’s 10000M,2008,Beijing,,,
Vikas Gowda,M,Athletics,Men’s Discus throw,2008,Beijing,,,
Renjith Maheswary,M,Athletics,Men’s Triple jump,2008,Beijing,,,
Mandeep Kaur,W,Athletics,Women’s 400M,2008,Beijing,,,
Preeja Sreedharan,W,Athletics,Women’s 10000M,2008,Beijing,,,
Sathi Geetha,W,Athletics,Women’s 4 × 400M Relay,2008,Beijing,,,
Mandeep Kaur,W,Athletics,Women’s 4 × 400M Relay,2008,Beijing,,,
Manjeet Kaur,W,Athletics,Women’s 4 × 400M Relay,2008,Beijing,,,
Sini Jose,W,Athletics,Women’s 4 × 400M Relay,2008,Beijing,,,
Chitra Soman,W,Athletics,Women’s 4 × 400M Relay,2008,Beijing,,,
Anju Bobby George,W,Athletics,Women’s Long jump,2008,Beijing,,,
Harwant Kaur,W,Athletics,Women’s Discus throw,2008,Beijing,,,
Krishna Poonia,W,Athletics,Women’s Discus throw,2008,Beijing,,,
Pramila Ganapathy,W,Athletics,Women’s Heptathlon,2008,Beijing,,,
J.J. Shobha,W,Athletics,Women’s Heptathlon,2008,Beijing,,,
Sishmita Singh Roy,W,Athletics,Women’s Heptathlon,2008,Beijing,,,
Mangal Champia,M,Archery,Men's individual,2008,Beijing,,,
Dola Banerjee,W,Archery,Women's individual,2008,Beijing,,,
Bombayala Devi,W,Archery,Women's individual,2008,Beijing,,,
Pranitha Vardhineni,W,Archery,Women's individual,2008,Beijing,,,
Sushil Kumar,M,Wrestling,"Men's Lightweight, Freestyle",2012,London,,1,
Yogeshwar Dutt,M,Wrestling,Mens's Freestyle,2012,London,,,1
Geeta Phogat,W,Wrestling,"Women's Lightweight, Freestyle",2012,London,,,
Narsingh Pancham Yadav,M,Wrestling,"Men's Middleweight, Freestyle",2012,London,,,
Amit Kumar,M,Wrestling,"Men's Featherweight, Freestyle",2012,London,,,
Sania Mirza,W,Tennis,"Women's Doubles,Mixed Doubles",2012,London,,,
Rushmi Chakravarthi,W,Tennis,Women's Doubles,2012,London,,,
Leander Paes,M,Tennis,"Men's Doubles,Mixed Doubles",2012,London,,,
Rohan Bopanna,M,Tennis,Men's Doubles,2012,London,,,
Mahesh Bhupathi,M,Tennis,Men's Doubles,2012,London,,,
Vishnu Vardhan,M,Tennis,"Men's Singles,Men's Doubles",2012,London,,,
Somdev Devvarman,M,Tennis,Men's Singles,2012,London,,,
Vijay Kumar,M,Shooting,Men's 25m,2012,London,,1,
Gagan Narang,W,Shooting,Men's 10m,2012,London,,,1
Abhinav Bindra,M,Shooting,"Men's Air Rifle, 10M",2012,London,,,
Annu Raj Singh,W,Shooting,"Women's Air Pistol, 10M,Women's Sporting Pistol, 25M",2012,London,,,
Heena Sidhu,W,Shooting,"Women's Air Pistol, 10M",2012,London,,,
Rahi Sarnobat,W,Shooting,"Women's Sporting Pistol, 25M",2012,London,,,
Shagun Chowdhary,W,Shooting,Women's Trap,2012,London,,,
Ronjan Sodhi,M,Shooting,Men's Double Trap,2012,London,,,
Manavjit Singh Sandhu,M,Shooting,Men's Trap,2012,London,,,
Sanjeev Rajput,M,Shooting,"Men's Small-Bore Rifle, Three Positions, 50M",2012,London,,,
Joydeep Karmakar,M,Shooting,"Men's Small-Bore Rifle, Prone, 50M",2012,London,,,
Ignace Tirkey,M,Hockey,Men’s Hockey,2012,London,,,
Sandeep Singh,M,Hockey,Men’s Hockey,2012,London,,,
Bharat Chettri,M,Hockey,Men’s Hockey,2012,London,,,
Manpreet Singh,M,Hockey,Men’s Hockey,2012,London,,,
Sardara Singh,M,Hockey,Men’s Hockey,2012,London,,,
Dharamvir Singh,M,Hockey,Men’s Hockey,2012,London,,,
V. R. Raghunath,M,Hockey,Men’s Hockey,2012,London,,,
Gurbaj Singh,M,Hockey,Men’s Hockey,2012,London,,,
Tushar Khandker,M,Hockey,Men’s Hockey,2012,London,,,
S. K. Uthappa,M,Hockey,Men’s Hockey,2012,London,,,
P. R. Shreejesh,M,Hockey,Men’s Hockey,2012,London,,,
Danish Mujtaba,M,Hockey,Men’s Hockey,2012,London,,,
Shivendra Singh,M,Hockey,Men’s Hockey,2012,London,,,
Gurwinder Singh Chandi,M,Hockey,Men’s Hockey,2012,London,,,
Sowmarpet Sunil,M,Hockey,Men’s Hockey,2012,London,,,
Birendra Lakra,M,Hockey,Men’s Hockey,2012,London,,,
Sarvanjit Singh,M,Hockey,Men’s Hockey,2012,London,,,
Kothajit Singh,M,Hockey,Men’s Hockey,2012,London,,,
Mary Kom,M,Boxing,Women's Featherweight,2012,London,,,1
Sumit Sangwan,M,Boxing,Men's Light-Heavyweight,2012,London,,,
Vikas Krishan Yadav,M,Boxing,Men's Welterweight,2012,London,,,
Manoj Kumar,M,Boxing,Men's Light-Welterweight,2012,London,,,
Jai Bhagwan,M,Boxing,Men's Lightweight,2012,London,,,
Shiva Thapa,M,Boxing,Men's Bantamweight,2012,London,,,
Devendro Singh,M,Boxing,Men's Light-Flyweight,2012,London,,,
Vijender Singh,M,Boxing,Middleweight,2012,London,,,
Saina Nehwal,W,Badminton,Women's singles,2012,London,,,1
Parupalli Kashyap,M,Badminton,Men's Singles,2012,London,,,
Jwala Gutta,M,Badminton,"Mixed Doubles,Women's Doubles",2012,London,,,
Ashwini Ponnappa,W,Badminton,Women's Doubles,2012,London,,,
Valiyaveetil Diju,W,Badminton,Mixed Doubles,2012,London,,,
Basanta Bahadur Rana,M,Athletics,Men's 50KM Walk,2012,London,,,
Baljinder Singh,M,Athletics,Men's 20KM Walk,2012,London,,,
Gurmeet Singh,M,Athletics,Men's 20KM Walk,2012,London,,,
Irfan Kolothum Thodi,M,Athletics,Men's 20KM Walk,2012,London,,,
Ram Singh Yadav,M,Athletics,Men's Marathon,2012,London,,,
Vikas Gowda,M,Athletics,Men's Discus Throw,2012,London,,,
Om Prakash Karhana,M,Athletics,Men's Shot Put,2012,London,,,
Renjith Maheshwary,M,Athletics,Men's Triple Jump,2012,London,,,
Tintu Luka,W,Athletics,Women's 800M,2012,London,,,
