name,gender,sport,event,year,city,gold,silver,bronze
Balbir Singh Dosanjh,M,Hockey,men's field hockey,1956,Melbourne,0.0,0.0,0.0
Hardyal Singh Garchey,M,Hockey,men's field hockey,1956,Melbourne,0.0,0.0,0.0
Randhir Singh Gentle,M,Hockey,men's field hockey,1956,Melbourne,0.0,0.0,0.0
Balkishan Singh Grewal,M,Hockey,men's field hockey,1956,Melbourne,0.0,0.0,0.0
Gurdev Singh Kullar,M,Hockey,men's field hockey,1956,Melbourne,0.0,0.0,0.0
Udham Singh Kullar,M,Hockey,men's field hockey,1956,Melbourne,0.0,0.0,0.0
Bakshish Singh,M,Hockey,men's field hockey,1956,Melbourne,0.0,0.0,0.0
Charles Stephen,M,Hockey,men's field hockey,1956,Melbourne,0.0,0.0,0.0
Pritam Singh,M,Gymnastics,Men's Gymnastics,1956,Melbourne,0.0,0.0,0.0
Sham Lal,M,Gymnastics,Men's Gymnastics,1956,Melbourne,0.0,0.0,0.0
Anant Ram,M,Gymnastics,Men's Gymnastics,1956,Melbourne,0.0,0.0,0.0
Hussain Ahmed,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
Syed Khaja Azizuddin,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
Tulsidas Balaram,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
Pradip Kumar Banerjee,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
Samar Banerjee,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
Neville D'Souza,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
Muhammad Kannayan,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
Mariappa Kempiah,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
Kittu,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
Sheikh Abdul Latif,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
Muhammad Noor,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
S. S. Narayan,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
Nikhil Nandy,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
Kesto Pal,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
Abdul Rahman,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
Muhammad Salaam,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
Peter Thangaraj,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
Mohammed Zulfiqaruddin,M,Football,Men's Football,1956,Melbourne,0.0,0.0,0.0
Ajit Singh,M,Athletics,Men's High Jump,1956,Melbourne,0.0,0.0,0.0
Milkha Singh,M,Athletics,Men's 200M,1956,Melbourne,0.0,0.0,0.0
Sohan Singh,M,Athletics,Men's 800M,1956,Melbourne,0.0,0.0,0.0
Sri Chand Ram,M,Athletics,Men's Athletics,1956,Melbourne,0.0,0.0,0.0
Jagdev Singh,M,Athletics,Men's Athletics,1956,Melbourne,0.0,0.0,0.0
Ajit Singh,M,Athletics,Men's Athletics,1956,Melbourne,0.0,0.0,0.0
Ram Mehar,M,Athletics,Men's Athletics,1956,Melbourne,0.0,0.0,0.0
Mohinder Singh,M,Athletics,Men's Athletics,1956,Melbourne,0.0,0.0,0.0
Mary Rao,W,Athletics,Women's Athletics,1956,Melbourne,0.0,0.0,0.0
S. Shiam,M,Wrestling,Mens Under 62KG Freestyle,1960,Rome,0.0,0.0,0.0
Gian Prakash,M,Wrestling,Mens Under 67KG Freestyle,1960,Rome,0.0,0.0,0.0
Udey Chand,M,Wrestling,Mens Under 73KG Freestyle,1960,Rome,0.0,0.0,0.0
Madho Singh,M,Wrestling,Mens Under 79KG Freestyle,1960,Rome,0.0,0.0,0.0
Sajjan Singh,M,Wrestling,Mens Under 87KG Freestyle,1960,Rome,0.0,0.0,0.0
Laxmi Kanta Das,M,Weightlifting,Mens Weightlifting,1960,Rome,0.0,0.0,0.0
Paul Cheema Singh,M,Shooting,Mens 25M Pistol,1960,Rome,0.0,0.0,0.0
Karni Singh,M,Shooting,Mens Trap,1960,Rome,0.0,0.0,0.0
Sen Keshav,M,Shooting,Mens Trap,1960,Rome,0.0,0.0,0.0
Joseph Antic,M,Hockey,men's field hockey,1960,Rome,0.0,0.0,0.0
Leslie Claudius,M,Hockey,men's field hockey,1960,Rome,0.0,0.0,0.0
Jaman Lal Sharma,M,Hockey,men's field hockey,1960,Rome,0.0,1.0,0.0
Mohinder Lal,M,Hockey,men's field hockey,1960,Rome,0.0,0.0,0.0
Shankar Lakshman,M,Hockey,men's field hockey,1960,Rome,0.0,0.0,0.0
John Peter,M,Hockey,men's field hockey,1960,Rome,0.0,0.0,0.0
Govind Sawant,M,Hockey,men's field hockey,1960,Rome,0.0,0.0,0.0
Raghbir Singh Bhola,M,Hockey,men's field hockey,1960,Rome,0.0,0.0,0.0
Udham Singh Kullar,M,Hockey,men's field hockey,1960,Rome,0.0,0.0,0.0
Charanjit Singh,M,Hockey,men's field hockey,1960,Rome,0.0,0.0,0.0
Jaswant Singh,M,Hockey,men's field hockey,1960,Rome,0.0,0.0,0.0
Joginder Singh,M,Hockey,men's field hockey,1960,Rome,0.0,0.0,0.0
Prithipal Singh,M,Hockey,men's field hockey,1960,Rome,0.0,0.0,0.0
Bahadur Chettri Ram,M,Football,Mens Football,1960,Rome,0.0,0.0,0.0
Dharmalingam Kannan,M,Football,Mens Football,1960,Rome,0.0,0.0,0.0
Dhillon Singh Jarnail,M,Football,Mens Football,1960,Rome,0.0,0.0,0.0
Menon Chandrasekhar,M,Football,Mens Football,1960,Rome,0.0,0.0,0.0
Peter Thangaraj,M,Football,Mens Football,1960,Rome,0.0,0.0,0.0
Pk Banerjee,M,Football,Mens Football,1960,Rome,0.0,0.0,0.0
Sheikh Abdul Latif,M,Football,Mens Football,1960,Rome,0.0,0.0,0.0
Simon Sunder Raj,M,Football,Mens Football,1960,Rome,0.0,0.0,0.0
Subimal Goswami,M,Football,Mens Football,1960,Rome,0.0,0.0,0.0
Tulasidas Balaram,M,Football,Mens Football,1960,Rome,0.0,0.0,0.0
Youssef Khan,M,Football,Mens Football,1960,Rome,0.0,0.0,0.0
Mariappa Kempaiah,M,Football,Mens Football,1960,Rome,0.0,0.0,0.0
Milkha Singh,M,Athletics,Mens 400M,1960,Rome,0.0,0.0,0.0
B.V. Satyanarayan,M,Athletics,Men's High Jump,1960,Rome,0.0,0.0,0.0
B.V. Satyanarayan,M,Athletics,Men's Long Jump,1960,Rome,0.0,0.0,0.0
Virsa Singh,M,Athletics,Men's High Jump,1960,Rome,0.0,0.0,0.0
Virsa Singh,M,Athletics,Men's Long Jump,1960,Rome,0.0,0.0,0.0
Lal Chand,M,Athletics,Men's Marathon,1960,Rome,0.0,0.0,0.0
Jagmal Singh,M,Athletics,Men's Marathon,1960,Rome,0.0,0.0,0.0
Ranjit Bhatia,M,Athletics,Men's Marathon,1960,Rome,0.0,0.0,0.0
Ranjit Bhatia,M,Athletics,Men's 5000M,1960,Rome,0.0,0.0,0.0
Jagmohan Singh,M,Athletics,Men's 110M Hurdles,1960,Rome,0.0,0.0,0.0
Ganpat Andalkar,,Wrestling,Mens Above 97KG Freestyle,1964,Tokyo,0.0,0.0,0.0
Malwa Singh,M,Wrestling,Mens Under 52KG Freestyle,1964,Tokyo,0.0,0.0,0.0
Bishambhar,M,Wrestling,Mens Under 57KG Freestyle,1964,Tokyo,0.0,0.0,0.0
Udey Chand,M,Wrestling,Mens Under 70KG Freestyle,1964,Tokyo,0.0,0.0,0.0
Madho Singh,M,Wrestling,Mens Under 78KG Freestyle,1964,Tokyo,0.0,0.0,0.0
Jit Singh,M,Wrestling,Mens Under 87KG Freestyle,1964,Tokyo,0.0,0.0,0.0
Maruti Mane,M,Wrestling,Mens Under 97KG Freestyle,1964,Tokyo,0.0,0.0,0.0
Mohan Lal Ghosh,M,Weightlifting,Mens Weightlifting,1964,Tokyo,0.0,0.0,0.0
Laxmi Kanta Das,M,Weightlifting,Mens Weightlifting,1964,Tokyo,0.0,0.0,0.0
Karni Singh,M,Shooting,Mens Trap,1964,Tokyo,0.0,0.0,0.0
Devi Singh,M,Shooting,Mens Trap,1964,Tokyo,0.0,0.0,0.0
Haripal Kaushik,M,Hockey,men's field hockey,1964,Tokyo,1.0,0.0,0.0
Mohinder Lal,M,Hockey,men's field hockey,1964,Tokyo,0.0,0.0,0.0
Shankar Lakshman,M,Hockey,men's field hockey,1964,Tokyo,0.0,0.0,0.0
Bandu Patil,M,Hockey,men's field hockey,1964,Tokyo,0.0,0.0,0.0
John Peter,M,Hockey,men's field hockey,1964,Tokyo,0.0,0.0,0.0
Ali Sayed,M,Hockey,men's field hockey,1964,Tokyo,0.0,0.0,0.0
Udham Singh Kullar,M,Hockey,men's field hockey,1964,Tokyo,0.0,0.0,0.0
Charanjit Singh,M,Hockey,men's field hockey,1964,Tokyo,0.0,0.0,0.0
Darshan Singh,M,Hockey,men's field hockey,1964,Tokyo,0.0,0.0,0.0
Dharam Singh,M,Hockey,men's field hockey,1964,Tokyo,0.0,0.0,0.0
Gurbux Singh,M,Hockey,men's field hockey,1964,Tokyo,0.0,0.0,0.0
Harbinder Singh,M,Hockey,men's field hockey,1964,Tokyo,0.0,0.0,0.0
Jagjit Singh,M,Hockey,men's field hockey,1964,Tokyo,0.0,0.0,0.0
Joginder Singh,M,Hockey,men's field hockey,1964,Tokyo,0.0,0.0,0.0
Prithipal Singh,M,Hockey,men's field hockey,1964,Tokyo,0.0,0.0,0.0
Balbir Singh Kullar,M,Hockey,men's field hockey,1964,Tokyo,0.0,0.0,0.0
Rajendran Christie,M,Hockey,men's field hockey,1964,Tokyo,0.0,0.0,0.0
Bandu Bhosle,M,Gymnastics,Mens Gymnastics,1964,Tokyo,0.0,0.0,0.0
Vithal Karande,M,Gymnastics,Mens Gymnastics,1964,Tokyo,0.0,0.0,0.0
Trilok Singh,M,Gymnastics,Mens Gymnastics,1964,Tokyo,0.0,0.0,0.0
Jagmal More,M,Gymnastics,Mens Gymnastics,1964,Tokyo,0.0,0.0,0.0
Anant Ram,M,Gymnastics,Mens Gymnastics,1964,Tokyo,0.0,0.0,0.0
Darshan Mondal,M,Gymnastics,Mens Gymnastics,1964,Tokyo,0.0,0.0,0.0
Ansuya Prasad,W,Diving,Womens Diving,1964,Tokyo,0.0,0.0,0.0
Sohan Singh,M,Diving,Mens Diving,1964,Tokyo,0.0,0.0,0.0
Amar Singh Billing,M,Cycling,"Mens Sprint,Mens Team Time Trial",1964,Tokyo,0.0,0.0,0.0
Chetan Singh Hari,M,Cycling,Mens Team Time Trial,1964,Tokyo,0.0,0.0,0.0
Dalbir Singh Gill,M,Cycling,Mens Team Time Trial,1964,Tokyo,0.0,0.0,0.0
Amar Singh Sokhi,M,Cycling,Mens Team Time Trial,1964,Tokyo,0.0,0.0,0.0
Suchha Singh,M,Cycling,Mens Sprint,1964,Tokyo,0.0,0.0,0.0
Kenneth Powell,M,Athletics,"Men's 200M,Men's 4 × 100M Relay",1964,Tokyo,0.0,0.0,0.0
Balkrishan Akotkar,M,Athletics,Men's Marathon,1964,Tokyo,0.0,0.0,0.0
Harbans Lal,M,Athletics,Men's Marathon,1964,Tokyo,0.0,0.0,0.0
Labh Singh,M,Athletics,Men's Triple Jump,1964,Tokyo,0.0,0.0,0.0
S. Bondada Venkata,M,Athletics,Men's Long jump,1964,Tokyo,0.0,0.0,0.0
Anthony Francis Coutinho,M,Athletics,Men's 4 × 100M Relay,1964,Tokyo,0.0,0.0,0.0
Makhan Singh,M,Athletics,Men's 4 × 100M Relay,1964,Tokyo,0.0,0.0,0.0
Rajasekaran Pichaya,M,Athletics,Men's 4 × 100M Relay,1964,Tokyo,0.0,0.0,0.0
Gurbachan Singh Randhawa,M,Athletics,Men's Athletics,1964,Tokyo,0.0,0.0,0.0
Amrit Pal,M,Athletics,Men's Athletics,1964,Tokyo,0.0,0.0,0.0
Ajmer Singh,M,Athletics,Men's Athletics,1964,Tokyo,0.0,0.0,0.0
Milkha Singh,M,Athletics,Men's Athletics,1964,Tokyo,0.0,0.0,0.0
B. V. Satyanarayan,M,Athletics,Men's Athletics,1964,Tokyo,0.0,0.0,0.0
Stephie D'Souza,M,Athletics,Men's Athletics,1964,Tokyo,0.0,0.0,0.0
Sudhesh Kumar,M,Wrestling,Men's Under 52KG Freestyle,1968,Mexico City,0.0,0.0,0.0
Bishambar Singh,M,Wrestling,Men's Under 57KG Freestyle,1968,Mexico City,0.0,0.0,0.0
Udey Chand,M,Wrestling,Men's Under 70KG Freestyle,1968,Mexico City,0.0,0.0,0.0
Mukhtiar Singh,M,Wrestling,Men's Under 78KG Freestyle,1968,Mexico City,0.0,0.0,0.0
Mohan Lal Ghosh,M,Weightlifting,Men's Weightlifting,1968,Mexico City,0.0,0.0,0.0
Karni Singh,M,Shooting,Men's Trap & Skeet,1968,Mexico City,0.0,0.0,0.0
Randhir Singh,M,Shooting,Men's Trap,1968,Mexico City,0.0,0.0,0.0
Ajit Pal Singh,M,Hockey,men's field hockey,1968,Mexico City,0.0,0.0,1.0
Balbir Singh I,M,Hockey,men's field hockey,1968,Mexico City,0.0,0.0,0.0
Balbir Singh Ii,M,Hockey,men's field hockey,1968,Mexico City,0.0,0.0,0.0
Balbir Singh Iii,M,Hockey,men's field hockey,1968,Mexico City,0.0,0.0,0.0
Gurbux Singh,M,Hockey,men's field hockey,1968,Mexico City,0.0,0.0,0.0
Harbinder Singh,M,Hockey,men's field hockey,1968,Mexico City,0.0,0.0,0.0
Harmik Singh,M,Hockey,men's field hockey,1968,Mexico City,0.0,0.0,0.0
Inam-Ur Rahman,M,Hockey,men's field hockey,1968,Mexico City,0.0,0.0,0.0
Inder Singh,M,Hockey,men's field hockey,1968,Mexico City,0.0,0.0,0.0
Krishnamurthy Perumal,M,Hockey,men's field hockey,1968,Mexico City,0.0,0.0,0.0
Munir Sait,M,Hockey,men's field hockey,1968,Mexico City,0.0,0.0,0.0
John Victor Peter,M,Hockey,men's field hockey,1968,Mexico City,0.0,0.0,0.0
Prithipal Singh,M,Hockey,men's field hockey,1968,Mexico City,0.0,0.0,0.0
Rajendra Absolem Christy,M,Hockey,men's field hockey,1968,Mexico City,0.0,0.0,0.0
Tarsem Singh,M,Hockey,men's field hockey,1968,Mexico City,0.0,0.0,0.0
Bhim Singh,M,Athletics,Men's Athletics,1968,Mexico City,0.0,0.0,0.0
Praveen Kumar,M,Athletics,Men's Hammer Throw,1968,Mexico City,0.0,0.0,0.0
Adkar Maruti,M,Wrestling,Men's Wrestling,1972,Munich,0.0,0.0,0.0
Sudesh Kumar,M,Wrestling,Men's Wrestling,1972,Munich,0.0,0.0,0.0
Prem Nath,M,Wrestling,Men's Wrestling,1972,Munich,0.0,0.0,0.0
Satpal Singh,M,Wrestling,Men's Wrestling,1972,Munich,0.0,0.0,0.0
Jagrup Singh,M,Wrestling,Men's Wrestling,1972,Munich,0.0,0.0,0.0
Mukhtiar Singh,M,Wrestling,Men's Wrestling,1972,Munich,0.0,0.0,0.0
Harishchandara Birajdar,M,Wrestling,Men's Wrestling,1972,Munich,0.0,0.0,0.0
Chandgi Ram,M,Wrestling,Men's Wrestling,1972,Munich,0.0,0.0,0.0
Anil Mondal,M,Weightlifting,Men's 52 kg,1972,Munich,0.0,0.0,0.0
Prithipal Chatterjee,M,Shooting,Men's 50 M Rifle Prone,1972,Munich,0.0,0.0,0.0
Roy Choudhury,M,Shooting,Men's 50 M Rifle Prone,1972,Munich,0.0,0.0,0.0
Karni Singh,M,Shooting,Men's Trap & Skeet,1972,Munich,0.0,0.0,0.0
Randhir Singh,M,Shooting,Men's Trap,1972,Munich,0.0,0.0,0.0
Tehmasp Rustom Mogul,M,Sailing,Men's Sailing,1972,Munich,0.0,0.0,0.0
Ahmed Abdul Basith,M,Sailing,Men's Sailing,1972,Munich,0.0,0.0,0.0
Sohrab Janshed Contractor,M,Sailing,Men's Sailing,1972,Munich,0.0,0.0,0.0
Charles Cornelius,M,Hockey,men's field hockey,1972,Munich,0.0,0.0,1.0
Manuel Frederick,M,Hockey,men's field hockey,1972,Munich,0.0,0.0,0.0
Ashok Kumar,M,Hockey,men's field hockey,1972,Munich,0.0,0.0,0.0
Michael Kindo,M,Hockey,men's field hockey,1972,Munich,0.0,0.0,0.0
Ganesh Mullera Poovayya,M,Hockey,men's field hockey,1972,Munich,0.0,0.0,0.0
Krishnamurty Perumal,M,Hockey,men's field hockey,1972,Munich,0.0,0.0,0.0
Victor Philips,M,Hockey,men's field hockey,1972,Munich,0.0,0.0,0.0
Harcharan Singh,M,Hockey,men's field hockey,1972,Munich,0.0,0.0,0.0
"B. P. Govinda, Vece Paes",M,Hockey,men's field hockey,1972,Munich,0.0,0.0,0.0
Ajitpal Singh,M,Hockey,men's field hockey,1972,Munich,0.0,0.0,0.0
Harbinder Singh,M,Hockey,men's field hockey,1972,Munich,0.0,0.0,0.0
Harmik Singh,M,Hockey,men's field hockey,1972,Munich,0.0,0.0,0.0
Kulwant Singh,M,Hockey,men's field hockey,1972,Munich,0.0,0.0,0.0
Mukhbain Singh,M,Hockey,men's field hockey,1972,Munich,0.0,0.0,0.0
Virinder Singh,M,Hockey,men's field hockey,1972,Munich,0.0,0.0,0.0
Chander Narayanan,M,Boxing,Men's Boxing,1972,Munich,0.0,0.0,0.0
Muniswamy Venu,M,Boxing,Men's Boxing,1972,Munich,0.0,0.0,0.0
Nghlhav Mehtabs Singh,M,Boxing,Men's Boxing,1972,Munich,0.0,0.0,0.0
Sri Ram Singh,M,Athletics,Men's 800M,1972,Munich,0.0,0.0,0.0
Edward Sequeria,M,Athletics,Men's 5000M,1972,Munich,0.0,0.0,0.0
Suresh Babu,M,Athletics,Men's Athletics,1972,Munich,0.0,0.0,0.0
Mohinder Singh Gill,M,Athletics,Men's Long jump,1972,Munich,0.0,0.0,0.0
Jugraj Singh,M,Athletics,Men's Shot put,1972,Munich,0.0,0.0,0.0
Praveen Kumar,M,Athletics,Men's Discus throw,1972,Munich,0.0,0.0,0.0
Vijay Singh Chauhan,M,Athletics,Men's Athletics,1972,Munich,0.0,0.0,0.0
Kamaljit Sandhu,W,Athletics,Women's Athletics,1972,Munich,0.0,0.0,0.0
Anil Mondal,M,Weightlifting,Men's 52KG,1976,Montreal,0.0,0.0,0.0
Randhir Singh,M,Shooting,Men's Trap,1976,Montreal,0.0,0.0,0.0
Sandhu Singh Gurbir,M,Shooting,Mens Skeet 125 Targets,1976,Montreal,0.0,0.0,0.0
Maharao Singh Bhim,M,Shooting,Mens Skeet 125 Targets,1976,Montreal,0.0,0.0,0.0
Ajitpal Singh,M,Hockey,men's field hockey,1976,Montreal,0.0,0.0,0.0
Vadivelu Phillips,M,Hockey,men's field hockey,1976,Montreal,0.0,0.0,0.0
Baldev Singh,M,Hockey,men's field hockey,1976,Montreal,0.0,0.0,0.0
Ashok Diwan,M,Hockey,men's field hockey,1976,Montreal,0.0,0.0,0.0
Billimoga Govinda,M,Hockey,men's field hockey,1976,Montreal,0.0,0.0,0.0
Ashok Kumar,M,Hockey,men's field hockey,1976,Montreal,0.0,0.0,0.0
Varinder Singh,M,Hockey,men's field hockey,1976,Montreal,0.0,0.0,0.0
Harcharan Singh,M,Hockey,men's field hockey,1976,Montreal,0.0,0.0,0.0
Mohinder Singh,M,Hockey,men's field hockey,1976,Montreal,0.0,0.0,0.0
Aslam Sher Khan,M,Hockey,men's field hockey,1976,Montreal,0.0,0.0,0.0
Syed Ali,M,Hockey,men's field hockey,1976,Montreal,0.0,0.0,0.0
Bir Bhadur Chettri,M,Hockey,men's field hockey,1976,Montreal,0.0,0.0,0.0
Chand Singh,M,Hockey,men's field hockey,1976,Montreal,0.0,0.0,0.0
Ajit Singh,M,Hockey,men's field hockey,1976,Montreal,0.0,0.0,0.0
Surjit Singh,M,Hockey,men's field hockey,1976,Montreal,0.0,0.0,0.0
Vasudevan Baskaran,M,Hockey,men's field hockey,1976,Montreal,0.0,0.0,0.0
Rai Sik,M,Boxing,Men's Featherweight,1976,Montreal,0.0,0.0,0.0
C.C Machaiah,M,Boxing,Men's Light Welterweight,1976,Montreal,0.0,0.0,0.0
Sriram Singh,M,Athletics,Men's 800M,1976,Montreal,0.0,0.0,0.0
Hari Chand,M,Athletics,Men's 10.000M,1976,Montreal,0.0,0.0,0.0
T. C. Yohannan,M,Athletics,Men's Long Jump,1976,Montreal,0.0,0.0,0.0
Shivnath Singh,M,Athletics,Men's Marathon,1976,Montreal,0.0,0.0,0.0
,M,Wrestling,,1980,Moscow,0.0,0.0,0.0
,M,Wrestling,,1980,Moscow,0.0,0.0,0.0
,M,Wrestling,,1980,Moscow,0.0,0.0,0.0
,M,Wrestling,,1980,Moscow,0.0,0.0,0.0
,M,Wrestling,,1980,Moscow,0.0,0.0,0.0
,M,Wrestling,,1980,Moscow,0.0,0.0,0.0
Satpal Singh,M,Weightlifting,Mens Weightlifting,1980,Moscow,0.0,0.0,0.0
Kartar Dhillon Singh,M,Weightlifting,Mens Weightlifting,1980,Moscow,0.0,0.0,0.0
Gian Chand,M,Shooting,Mens Shooting,1980,Moscow,0.0,0.0,0.0
Roy Choudhury,M,Shooting,Mens Shooting,1980,Moscow,0.0,0.0,0.0
Karni Singh,M,Shooting,Mens Shooting,1980,Moscow,0.0,0.0,0.0
Randhir Singh,M,Shooting,Mens Shooting,1980,Moscow,0.0,0.0,0.0
Vasudevan Baskaran,M,Hockey,men's field hockey,1980,Moscow,1.0,0.0,0.0
Allan Schofield,M,Hockey,men's field hockey,1980,Moscow,0.0,0.0,0.0
Bir Bhadur Chettri,M,Hockey,men's field hockey,1980,Moscow,0.0,0.0,0.0
Sylvanus Dung Dung,M,Hockey,men's field hockey,1980,Moscow,0.0,0.0,0.0
Davinder Singh,M,Hockey,men's field hockey,1980,Moscow,0.0,0.0,0.0
Gurmail Singh,M,Hockey,men's field hockey,1980,Moscow,0.0,0.0,0.0
Ravinder Pal Singh,M,Hockey,men's field hockey,1980,Moscow,0.0,0.0,0.0
Sommayya Maneypande,M,Hockey,men's field hockey,1980,Moscow,0.0,0.0,0.0
Maharaj Krishan Kaushik,M,Hockey,men's field hockey,1980,Moscow,0.0,0.0,0.0
Charanjit Kumar,M,Hockey,men's field hockey,1980,Moscow,0.0,0.0,0.0
Merwyn Fernandes,M,Hockey,men's field hockey,1980,Moscow,0.0,0.0,0.0
Amarjit Singh Rana,M,Hockey,men's field hockey,1980,Moscow,0.0,0.0,0.0
Mohamed Shahid,M,Hockey,men's field hockey,1980,Moscow,0.0,0.0,0.0
Zafar Iqbal,M,Hockey,men's field hockey,1980,Moscow,0.0,0.0,0.0
Surinder Singh Sodhi,M,Hockey,men's field hockey,1980,Moscow,0.0,0.0,0.0
Margaret Toscano,W,Hockey,Womens Hockey,1980,Moscow,0.0,0.0,0.0
Sudha Chaudhry,W,Hockey,Womens Hockey,1980,Moscow,0.0,0.0,0.0
Gangotri Bhandari,W,Hockey,Womens Hockey,1980,Moscow,0.0,0.0,0.0
Rekha Mundphan,W,Hockey,Womens Hockey,1980,Moscow,0.0,0.0,0.0
Rup Kumari Saini,W,Hockey,Womens Hockey,1980,Moscow,0.0,0.0,0.0
Varsha Soni,W,Hockey,Womens Hockey,1980,Moscow,0.0,0.0,0.0
Eliza Nelson,W,Hockey,Womens Hockey,1980,Moscow,0.0,0.0,0.0
Prem Maya Sonir,W,Hockey,Womens Hockey,1980,Moscow,0.0,0.0,0.0
Nazleen Madraswalla,W,Hockey,Womens Hockey,1980,Moscow,0.0,0.0,0.0
Selma D'Silva,W,Hockey,Womens Hockey,1980,Moscow,0.0,0.0,0.0
Lorraine Fernandes,W,Hockey,Womens Hockey,1980,Moscow,0.0,0.0,0.0
Harpreet Gill,W,Hockey,Womens Hockey,1980,Moscow,0.0,0.0,0.0
Balwinder Kaur Bhatia,W,Hockey,Womens Hockey,1980,Moscow,0.0,0.0,0.0
Geeta Sareen,W,Hockey,Womens Hockey,1980,Moscow,0.0,0.0,0.0
Nisha Sharma,W,Hockey,Womens Hockey,1980,Moscow,0.0,0.0,0.0
Hutoxi Bagli,W,Hockey,Womens Hockey,1980,Moscow,0.0,0.0,0.0
Muhammad Khan,M,Equestrian,Mens Equestrian,1980,Moscow,0.0,0.0,0.0
Darya Singh,M,Equestrian,Mens Equestrian,1980,Moscow,0.0,0.0,0.0
Jitendarjit Singh Ahluwalia,M,Equestrian,Mens Equestrian,1980,Moscow,0.0,0.0,0.0
Hussain Khan,M,Equestrian,Mens Equestrian,1980,Moscow,0.0,0.0,0.0
Thapa Birender Singh,M,Boxing,Men's Light Flyweight 48KG,1980,Moscow,0.0,0.0,0.0
Amala Dass,M,Boxing,Men's Flyweight 51KG,1980,Moscow,0.0,0.0,0.0
